sub_ms_class,frontge_lot,area_lot,shape_lot,slopeland,style_house,ovl_quality,ovl_condition,year_constructed,year_remod,masvnrarea,exterqual,extercond,bsmtqual,bsmtcond,bsmtexposure,bsmtfintype1,bsmtfinsf1,bsmtfintype2,bsmtfinsf2,bsmtunfsf,totalbsmtsf,heatingqc,centralair,1stflrsf,2ndflrsf,lowqualfinsf,grlivarea,bsmtfullbath,bsmthalfbath,fullbath,halfbath,bedroomabvgr,kitchenabvgr,kitchenqual,totrmsabvgrd,functional,fireplacequ,garagetype,garagefinish,garagecars,garagequal,paveddrive,wooddecksf,openporchsf,enclosedporch,3ssnporch,screenporch,poolarea,miscval,mosold,yrsold,zoning_ms_FV,zoning_ms_RH,zoning_ms_RL,zoning_ms_RM,streetname_Pave,contour_land_HLS,contour_land_Low,contour_land_Lvl,util_NoSeWa,configlot_CulDSac,configlot_FR2,configlot_FR3,configlot_Inside,electrical_FuseF,electrical_FuseP,electrical_Mix,electrical_SBrkr,type_building_2fmCon,type_building_Duplex,type_building_Twnhs,type_building_TwnhsE,saleprice
20,79.0,10289,0,1,1,5,7,1965,1965,168.0,2,2,3,1,4,2,836,6,0,237,1073,2,1,1073,0,0,1073,1,0,1,1,3,1,2,6,0,0,2,2,2,3,0,0,0,0,0,0,0,0,6,2007,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,156000
50,60.0,10800,0,1,3,5,8,1936,1989,0.0,2,2,4,1,4,2,626,6,0,170,796,1,1,1096,370,0,1466,0,1,2,0,3,1,1,7,1,3,2,3,2,3,0,436,21,0,0,0,0,500,4,2006,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,170000
60,100.0,9500,0,1,4,6,6,1964,1978,272.0,2,2,3,1,4,4,442,6,0,374,816,2,1,1127,850,0,1977,0,1,1,1,4,1,2,9,0,3,2,2,2,3,0,0,52,0,0,0,0,0,6,2007,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,165000
120,37.0,3316,1,1,1,8,5,2005,2005,0.0,1,2,2,1,4,1,1039,6,0,208,1247,0,1,1247,0,0,1247,1,0,1,1,1,1,1,4,0,4,2,1,2,3,0,0,84,0,0,0,0,0,4,2006,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,197000
50,52.0,5720,0,1,3,5,6,1941,1950,0.0,2,2,3,1,4,6,0,6,0,676,676,0,1,676,455,0,1131,0,0,1,1,3,1,2,5,0,0,6,3,1,3,0,26,0,0,0,0,0,0,8,2009,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,66500
90,80.0,8000,0,1,1,5,4,1961,1961,0.0,2,2,3,1,4,6,0,6,0,1800,1800,0,0,1800,0,0,1800,0,0,2,0,6,2,2,10,0,0,7,4,0,6,0,0,0,0,0,0,0,0,7,2007,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,141000
20,88.0,7990,1,1,1,5,6,1975,1975,0.0,2,2,2,1,4,6,0,6,0,924,924,2,1,924,0,0,924,0,0,1,0,3,1,2,5,0,0,6,3,1,3,0,0,0,0,0,0,0,0,4,2008,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,110000
60,70.06040268456375,9900,0,1,4,7,5,1968,1968,342.0,2,2,3,1,4,3,552,6,0,280,832,1,1,1098,880,0,1978,0,0,2,1,4,1,2,9,0,4,2,2,2,3,0,0,43,0,0,0,0,0,4,2008,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,176000
30,70.06040268456375,12342,1,1,1,4,5,1940,1950,0.0,2,2,3,1,4,3,262,6,0,599,861,0,1,861,0,0,861,0,0,1,0,1,1,2,4,0,0,6,3,2,3,0,158,0,0,0,0,0,0,3,2009,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,82500
80,70.06040268456375,9947,1,1,7,7,5,1990,1991,0.0,2,2,2,1,2,1,611,6,0,577,1188,0,1,1217,0,0,1217,1,0,2,0,3,1,1,6,0,0,2,3,2,3,0,168,27,0,0,0,0,0,6,2009,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,173000
60,70.06040268456375,8880,1,1,4,7,5,1994,2002,0.0,1,2,2,1,4,1,695,6,0,253,948,0,1,1222,888,0,2110,1,0,2,1,3,1,1,8,0,2,2,2,2,3,0,0,130,0,0,0,0,0,5,2010,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,205000
60,92.0,12003,0,1,4,8,5,2009,2010,84.0,1,2,1,1,4,6,0,6,0,774,774,0,1,774,1194,0,1968,0,0,2,1,4,1,0,8,0,4,4,1,3,3,0,0,75,0,0,0,0,0,5,2010,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,269500
120,70.06040268456375,4928,1,1,1,6,5,1976,1976,0.0,2,2,2,1,4,2,120,6,0,958,1078,2,1,958,0,0,958,0,0,2,0,2,1,2,5,0,3,2,2,2,3,0,0,205,0,0,0,0,0,2,2007,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,128000
60,86.0,10380,1,1,4,7,5,1986,1987,172.0,1,2,3,1,1,5,28,2,1474,0,1502,0,1,1553,1177,0,2730,1,0,2,1,4,1,1,8,0,3,2,1,2,3,0,201,96,0,0,0,0,0,8,2007,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,301000
20,80.0,8800,0,1,1,6,6,1964,1964,425.0,2,2,3,1,4,3,553,6,0,698,1251,2,1,1251,0,0,1251,1,0,1,0,3,1,2,6,0,4,2,2,1,3,0,0,116,0,0,0,0,700,3,2006,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,160000
20,75.0,9000,0,1,1,5,5,1954,1954,0.0,2,2,3,1,4,5,812,6,0,124,936,2,1,1128,0,0,1128,0,0,1,0,2,1,2,5,1,0,2,3,1,3,0,0,0,0,0,0,0,0,6,2006,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,118000
20,100.0,13350,1,1,1,5,5,1974,1974,0.0,2,2,3,1,4,2,762,6,0,102,864,2,1,894,0,0,894,1,0,1,0,3,1,2,5,0,2,2,3,2,3,0,241,0,0,0,0,0,0,6,2006,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,142500
20,70.06040268456375,8900,0,1,1,4,4,1966,1966,0.0,2,2,3,1,4,4,1056,6,0,0,1056,2,1,1056,0,0,1056,1,0,1,0,2,1,2,5,0,0,6,3,1,3,0,0,42,0,0,0,0,0,11,2006,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,107000
85,70.06040268456375,16647,1,1,8,5,5,1975,1981,0.0,2,2,2,1,1,2,1390,6,0,0,1390,2,1,1701,0,0,1701,1,0,2,0,3,1,2,6,2,3,3,1,2,3,0,0,0,0,0,0,0,0,1,2007,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,171000
20,78.0,9262,0,1,1,8,5,2008,2009,194.0,1,2,2,1,4,6,0,6,0,1573,1573,0,1,1578,0,0,1578,0,0,2,0,3,1,0,7,0,4,2,1,3,3,0,0,36,0,0,0,0,0,5,2009,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,287090
20,80.0,9600,0,1,1,6,6,1958,1988,183.0,2,2,3,1,4,4,620,5,620,0,1240,1,1,1632,0,0,1632,1,0,2,0,3,1,2,6,1,4,2,2,1,3,0,289,0,0,0,0,0,0,4,2009,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,139000
60,75.0,9000,0,1,4,8,5,2007,2007,0.0,1,2,2,1,2,1,64,6,0,1120,1184,0,1,1184,1426,0,2610,0,0,2,1,4,1,0,11,0,4,4,1,2,3,0,208,364,0,0,0,0,0,8,2007,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,303477
20,60.0,9060,0,1,1,5,6,1957,2006,98.0,2,2,5,5,5,7,0,7,0,0,0,0,1,1340,0,0,1340,0,0,1,0,3,1,2,7,0,4,2,2,1,3,0,116,0,0,180,0,0,0,6,2007,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,120000
50,78.0,10496,0,1,3,6,6,1949,1950,320.0,2,2,3,1,3,4,196,6,0,844,1040,0,1,1168,678,0,1846,0,0,2,0,3,1,2,7,0,4,2,3,1,3,0,0,0,0,0,0,0,0,1,2007,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,143000
70,75.0,13125,0,1,4,7,6,1940,1984,0.0,2,2,3,1,4,3,410,6,0,390,800,2,1,960,780,0,1740,0,0,1,1,3,1,2,6,0,4,2,3,1,3,0,0,0,0,0,0,0,0,7,2007,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,219500
20,60.0,8281,1,1,1,5,5,1965,1965,0.0,2,2,3,1,4,4,553,3,311,0,864,1,1,864,0,0,864,0,0,1,0,3,1,2,5,0,1,6,3,1,3,0,0,0,236,0,0,0,0,12,2009,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,62383
20,60.0,8070,0,1,1,4,5,1994,1995,0.0,2,2,2,1,4,1,588,6,0,402,990,0,1,990,0,0,990,1,0,1,0,3,1,2,5,0,0,7,4,0,6,0,0,0,0,0,0,0,0,8,2007,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,123600
20,67.0,8877,0,2,1,4,6,1938,1958,0.0,2,2,3,1,3,2,690,6,0,126,816,0,1,816,0,0,816,1,0,1,0,2,1,2,3,0,4,6,3,1,4,0,0,0,0,0,0,0,0,5,2009,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,100000
60,70.06040268456375,13869,2,1,4,6,6,1997,1997,0.0,2,2,2,1,2,1,182,6,0,612,794,1,1,794,676,0,1470,0,1,2,0,3,1,2,6,0,0,2,1,2,3,0,0,75,0,0,0,0,0,7,2007,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,177000
80,70.06040268456375,12095,1,1,7,6,6,1964,1964,115.0,2,1,3,1,1,4,564,6,0,563,1127,2,1,1445,0,0,1445,0,0,1,1,3,1,2,7,0,2,2,2,2,3,0,180,0,0,0,0,0,0,8,2009,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,158000
20,73.0,8899,1,1,1,7,5,2007,2007,0.0,1,2,2,1,2,1,24,6,0,1316,1340,0,1,1340,0,0,1340,0,0,2,0,3,1,1,6,0,0,2,1,2,3,0,100,30,0,0,0,0,0,8,2007,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,181134
60,74.0,9056,1,1,4,8,5,2004,2004,0.0,1,2,1,1,2,6,0,6,0,707,707,0,1,707,707,0,1414,0,0,2,1,3,1,1,6,0,4,2,1,2,3,0,100,35,0,0,0,0,0,10,2006,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,178000
120,50.0,8012,0,1,1,6,5,1980,1980,0.0,2,2,2,1,4,3,543,3,119,261,923,2,1,923,0,0,923,0,0,2,0,2,1,2,5,0,3,2,2,1,3,0,80,0,0,0,0,0,0,5,2010,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,143000
20,65.0,8767,1,1,1,7,5,2005,2005,0.0,1,2,2,1,2,1,24,6,0,1286,1310,0,1,1310,0,0,1310,0,0,2,0,3,1,1,6,0,4,2,1,2,3,0,0,0,0,0,0,0,0,7,2006,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,164990
20,65.0,8450,0,1,1,5,8,1965,2009,0.0,2,1,3,1,4,1,553,3,117,224,894,0,1,894,0,0,894,1,0,1,0,3,1,2,5,0,4,6,3,1,3,0,416,144,0,0,0,0,0,4,2010,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,138500
30,40.0,4280,0,1,1,5,6,1913,2002,0.0,2,2,3,1,4,5,365,6,0,75,440,2,0,694,0,0,694,0,0,1,0,2,1,1,4,0,4,6,3,1,2,1,0,0,34,0,0,0,0,3,2007,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,90350
20,70.06040268456375,12160,1,1,1,5,5,1959,1959,180.0,2,2,3,1,4,4,1000,6,0,188,1188,3,1,1188,0,0,1188,1,0,1,0,3,1,2,6,0,0,2,2,2,3,0,0,0,0,0,0,0,0,5,2010,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,142000
20,80.0,10000,0,1,1,5,6,1973,2000,0.0,2,2,2,1,4,3,1084,6,0,92,1176,1,1,1178,0,0,1178,0,1,1,1,3,1,1,5,0,2,2,3,2,3,0,224,0,0,0,0,0,0,11,2008,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,157000
50,85.0,10678,0,1,3,8,5,1992,2000,337.0,1,2,2,1,4,1,700,6,0,983,1683,0,1,2129,743,0,2872,0,0,2,1,4,1,1,9,0,3,2,1,2,3,0,0,33,0,0,0,0,0,4,2007,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,285000
20,75.0,7388,0,1,1,5,6,1959,2002,0.0,2,2,3,1,4,4,405,6,0,658,1063,1,1,1327,0,0,1327,1,0,1,0,3,1,1,7,0,0,6,3,2,3,0,0,0,0,0,0,0,0,7,2007,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,150750
90,60.0,10800,0,1,1,5,5,1987,1988,0.0,2,2,2,1,1,1,1200,6,0,0,1200,2,1,1200,0,0,1200,3,0,3,0,3,1,2,5,0,0,7,4,0,6,0,120,0,0,0,0,0,0,3,2009,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,179000
30,60.0,6324,1,1,1,4,6,1927,1950,0.0,2,2,3,1,4,6,0,6,0,520,520,3,0,520,0,0,520,0,0,1,0,1,1,3,4,0,0,6,3,1,4,0,49,0,87,0,0,0,0,5,2008,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,68500
120,53.0,3982,0,1,1,8,5,2006,2006,0.0,1,2,2,1,2,1,1154,6,0,366,1520,0,1,1567,0,0,1567,1,0,2,0,1,1,0,7,0,4,2,1,3,3,0,312,0,0,0,0,0,0,10,2006,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,264561
20,93.0,12030,0,1,1,8,5,2007,2007,254.0,0,2,1,1,4,6,0,6,0,1694,1694,0,1,1694,0,0,1694,0,0,2,0,3,1,1,7,0,0,2,1,3,3,0,168,228,0,0,0,0,0,12,2007,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,318000
20,49.0,5820,0,1,1,3,8,1955,2005,0.0,2,1,3,1,4,2,256,6,0,906,1162,0,1,1163,0,0,1163,1,0,1,0,3,1,2,6,0,0,2,3,1,4,0,142,98,0,0,0,0,0,7,2006,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,126175
60,70.0,11606,1,3,4,5,5,1969,1969,192.0,2,2,2,1,2,4,650,6,0,390,1040,2,1,1040,1040,0,2080,0,1,1,2,5,1,3,9,0,3,2,3,2,3,0,335,0,0,0,0,0,0,9,2007,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,135000
50,60.0,6000,0,1,3,6,6,1941,1950,0.0,2,1,3,1,4,2,375,6,0,360,735,0,1,869,349,0,1218,0,1,1,0,3,1,2,6,0,4,6,3,2,3,0,0,0,0,0,0,0,0,3,2007,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,131000
20,88.0,10994,1,1,1,8,5,2005,2006,366.0,1,2,2,1,4,1,976,6,0,868,1844,0,1,1844,0,0,1844,1,0,2,0,2,1,1,7,0,4,2,1,2,3,0,165,44,0,0,0,0,0,9,2009,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,257000
70,50.0,5250,0,1,4,8,5,1872,1987,0.0,2,1,3,3,4,5,259,6,0,425,684,3,0,938,1215,205,2358,0,0,2,0,4,1,2,8,0,0,7,4,0,6,0,0,54,20,0,0,0,0,12,2008,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,122000
20,60.0,7024,0,1,1,4,5,2005,2005,0.0,2,2,2,1,4,1,1024,6,0,108,1132,0,1,1132,0,0,1132,1,0,1,1,2,1,1,5,0,0,2,1,2,3,0,252,64,0,0,0,0,0,6,2008,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,176000
60,60.0,8123,1,1,4,6,5,2000,2000,16.0,2,2,2,1,4,6,0,6,0,982,982,0,1,1007,793,0,1800,0,0,2,1,3,1,2,7,0,3,2,1,2,3,0,100,63,0,0,0,0,0,6,2009,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,179000
70,65.0,11700,1,1,4,7,7,1880,2003,0.0,1,2,3,3,4,6,0,6,0,1240,1240,2,0,1320,1320,0,2640,0,0,1,1,4,1,1,8,0,4,6,3,4,3,2,181,0,386,0,0,0,0,5,2009,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,265979
60,90.0,11367,0,1,4,8,5,2002,2002,210.0,1,2,2,1,3,1,932,6,0,133,1065,0,1,1091,898,0,1989,1,0,2,1,3,1,1,7,0,4,2,1,2,3,0,199,60,0,0,0,0,0,11,2006,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,255000
120,68.0,7820,1,1,1,9,5,2007,2007,362.0,0,2,1,1,4,6,0,6,0,1869,1869,0,1,1869,0,0,1869,0,0,2,0,2,1,0,6,0,4,2,2,2,3,0,210,54,0,0,0,0,0,12,2007,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,318061
50,52.0,6240,0,1,3,6,6,1934,1950,0.0,2,2,3,1,4,6,0,6,0,816,816,2,1,816,0,360,1176,0,0,1,0,3,1,2,6,0,4,6,3,2,3,0,112,0,0,0,0,0,400,9,2006,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,114500
20,75.0,7862,1,1,1,6,5,2009,2009,0.0,1,2,2,1,4,1,27,6,0,1191,1218,0,1,1218,0,0,1218,0,0,2,0,2,1,1,4,0,0,2,1,2,3,0,0,102,0,0,0,0,0,9,2009,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,208300
120,41.0,4920,0,1,1,8,5,2001,2001,0.0,1,2,2,1,3,1,616,6,0,722,1338,0,1,1338,0,0,1338,1,0,2,0,2,1,1,6,0,0,2,1,2,3,0,0,0,170,0,0,0,0,4,2010,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,213500
20,70.0,7000,0,1,1,5,7,1960,2002,45.0,2,2,3,1,4,4,588,6,0,422,1010,0,1,1134,0,0,1134,0,0,1,0,2,1,2,6,0,0,2,2,1,3,0,0,16,0,0,0,0,0,4,2007,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,135000
60,70.06040268456375,9240,0,1,4,8,5,2001,2002,396.0,1,2,2,1,4,6,0,6,0,1055,1055,0,1,1055,1208,0,2263,0,0,2,1,3,1,1,7,0,3,4,1,2,3,0,0,45,0,0,189,0,0,9,2008,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,287000
20,70.0,8749,0,1,1,7,5,2002,2002,100.0,1,2,2,1,4,6,0,6,0,1459,1459,0,1,1459,0,0,1459,0,0,2,0,3,1,1,6,0,4,2,2,2,3,0,192,39,0,0,0,0,0,9,2007,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,192000
50,80.0,8480,0,1,3,5,5,1947,1950,0.0,2,2,3,1,4,4,442,6,0,390,832,2,1,832,384,0,1216,0,0,1,0,2,1,2,6,0,0,6,3,1,3,0,158,0,102,0,0,0,0,10,2008,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,118500
20,75.0,10650,0,1,1,5,6,1976,1976,0.0,2,2,3,1,2,5,182,2,712,0,894,2,1,894,0,0,894,1,0,1,0,3,1,2,5,0,0,2,3,1,3,0,365,0,0,0,0,0,0,2,2010,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,128200
20,70.06040268456375,9156,1,1,1,6,7,1968,1968,0.0,2,2,3,1,4,6,0,6,0,1489,1489,1,1,1489,0,0,1489,0,0,2,0,3,1,1,7,0,4,2,2,2,3,0,0,0,0,0,0,0,0,8,2009,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,185750
80,70.0,12886,1,1,7,5,6,1963,1999,0.0,2,2,2,1,2,2,444,6,0,76,520,0,1,1464,0,0,1464,0,1,2,0,3,1,2,6,2,3,2,2,2,3,0,302,0,0,0,100,0,0,10,2009,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,175000
20,79.0,10637,0,1,1,8,5,2007,2008,336.0,1,2,1,1,1,1,1288,6,0,417,1705,0,1,1718,0,0,1718,1,0,2,0,3,1,1,7,0,4,2,2,3,3,0,208,44,0,0,0,0,0,9,2009,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,297000
20,64.0,6762,0,1,1,7,5,2006,2006,24.0,1,2,2,1,2,1,686,6,0,501,1187,0,1,1208,0,0,1208,1,0,2,0,2,1,1,6,0,0,2,2,2,3,0,105,61,0,0,0,0,0,2,2010,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,206000
160,24.0,2522,0,1,4,7,5,2004,2004,50.0,1,2,2,1,4,6,0,6,0,970,970,0,1,970,739,0,1709,0,0,2,0,3,1,1,7,4,0,6,3,2,3,0,0,40,0,0,0,0,0,5,2006,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,130000
60,70.06040268456375,10364,1,1,4,6,5,1995,1996,0.0,2,2,2,1,4,6,0,6,0,806,806,1,1,806,766,0,1572,0,0,2,1,3,1,2,7,0,3,4,1,2,3,0,0,40,0,0,0,0,0,5,2007,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,168000
45,60.0,9600,0,1,2,5,7,1949,2003,0.0,2,2,3,1,4,2,220,6,0,625,845,2,1,893,0,0,893,0,1,1,0,2,1,1,4,0,0,6,3,2,3,0,0,0,0,0,0,0,0,5,2007,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,135000
75,60.0,6204,0,1,6,4,5,1912,1950,0.0,1,2,3,3,4,6,0,6,0,795,795,2,0,954,795,481,2230,1,0,1,0,5,1,2,10,0,0,6,3,1,3,0,0,188,0,0,0,0,0,3,2006,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,118500
20,70.0,12243,1,1,1,5,6,1971,1971,0.0,2,2,2,1,2,2,998,6,0,486,1484,1,1,1484,0,0,1484,0,0,2,0,3,1,2,7,0,3,2,3,2,3,0,224,0,0,0,180,0,0,2,2007,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,175000
60,92.0,11952,0,1,4,7,6,1977,1977,0.0,2,2,2,1,4,6,0,6,0,808,808,2,1,1161,808,0,1969,0,0,2,1,3,1,2,8,0,4,2,2,2,3,0,0,0,0,0,276,0,0,11,2007,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,190000
60,64.0,8791,1,1,4,6,5,2003,2003,0.0,1,2,2,1,4,4,503,6,0,361,864,0,1,864,864,0,1728,0,0,2,1,3,1,1,7,0,0,2,2,2,3,0,216,56,0,0,0,0,0,5,2008,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,207500
90,64.0,7018,0,1,1,5,5,1979,1979,0.0,2,2,5,5,5,7,0,7,0,0,0,2,1,1535,0,0,1535,0,0,2,0,4,2,2,8,0,0,2,3,2,3,0,0,0,0,0,0,0,0,6,2009,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,118858
30,70.0,4270,0,2,1,3,6,1931,2006,0.0,2,2,3,1,4,4,544,6,0,0,544,0,1,774,0,0,774,0,0,1,0,3,1,1,6,0,0,7,4,0,6,0,0,0,286,0,0,0,0,5,2007,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,79000
60,73.0,9066,1,1,4,8,5,1999,2000,320.0,1,2,2,1,3,1,668,6,0,336,1004,0,1,1004,848,0,1852,0,0,2,1,3,1,1,7,0,3,2,1,3,3,0,224,106,0,0,0,0,0,12,2008,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,230000
50,79.0,9490,0,1,3,6,7,1941,1950,0.0,2,2,3,1,4,3,403,4,165,238,806,2,1,958,620,0,1578,1,0,1,0,3,1,3,5,0,3,2,3,1,3,0,0,0,32,0,0,0,0,8,2006,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,133000
20,70.06040268456375,11200,0,1,1,6,5,1985,1985,85.0,1,2,2,1,4,1,1258,6,0,40,1298,2,1,1298,0,0,1298,1,0,2,0,3,1,1,5,0,3,2,3,2,3,0,165,26,0,0,0,0,0,5,2006,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,180000
160,34.0,3604,0,1,4,7,5,2007,2007,0.0,1,2,2,1,4,6,0,6,0,689,689,0,1,703,689,0,1392,0,0,2,0,2,1,1,5,0,0,6,3,2,3,0,0,102,0,0,0,0,0,2,2008,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,146000
20,40.0,13673,1,1,1,5,5,1962,1962,0.0,2,1,3,1,4,6,0,6,0,1140,1140,2,1,1696,0,0,1696,0,0,1,1,3,1,2,8,2,3,2,2,1,3,0,0,30,0,0,0,0,0,3,2007,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,143900
20,71.0,9353,0,1,1,4,5,1970,1970,0.0,2,2,3,1,4,6,0,6,0,864,864,1,1,864,0,0,864,0,0,1,0,3,1,2,5,0,0,2,3,1,3,0,0,0,0,0,0,0,0,7,2006,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,116050
20,67.0,9808,1,1,1,7,5,2002,2002,110.0,1,2,2,1,4,1,788,6,0,785,1573,0,1,1573,0,0,1573,1,0,2,0,3,1,1,6,0,0,2,2,2,3,0,0,72,0,0,0,0,0,3,2009,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,227000
60,65.0,8450,0,1,4,7,5,2003,2003,196.0,1,2,2,1,4,1,706,6,0,150,856,0,1,856,854,0,1710,1,0,2,1,3,1,1,8,0,0,2,2,2,3,0,0,61,0,0,0,0,0,2,2008,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,208500
60,82.0,9950,1,1,4,7,5,1995,1995,290.0,1,2,2,1,4,1,565,6,0,638,1203,0,1,1214,1306,0,2520,0,0,2,1,4,1,1,9,0,3,2,2,3,3,0,224,114,0,0,0,0,0,6,2007,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,290000
